Id,Message,Labels
1289296073547284483,eo verdim chama q está tendo ta legalizadooo ja ta legalizadooo,O O O O O O O O O O O 
1289271379217379329,verdim bro,O O 
1289211403501318147,1 kq verdim,O O O 
1289132512925622273,mas eu vou ir a rapaziadinha do churso deixa a desejar nao e salva no verdim,O O O O O O O O O O O O O O O O 
1288997651355181058,o peito ta com duas variedades de catarro verdim e amarelin,O O O O O O O O O O O 
1288987104823975938,to fumando o primeiro beck e disse que ia fumar um por gol mais fumar solo um verdim desse ta pancando,O O O O O O O O O O O O O O O O O O O O O 
1288978343308779523,diretamente de madrid na madrugada fumando un verdim e vendo a batalha digital batalha começou top kkkk,O O O O O O O O O O O O O O O O O 
1288910182932713474,vou ali buscar um verdim p fumar se não hoje eu não vivo,O O O O O O O O O O O O O 
1288620354634682369,sem dúvida,O O 
1288596589829922818,fuma um verdim agora depois do trampo,O O O O O O O 
1288553888908533770,matim verdim pro lobo guara correr eu nem sei se no habitat dele tem matim mas edai,O O O O O O O O O O O O O O O O O 
1288500590734172165,meu leite é verde de tanto fuma do verdim,O O O O O O O O O 
1288395131356413957,for ex verdim,O O O 
1288390840205942790,man e o pior eh q alterna sabe às vezes eu sou o verdim às vezes eu sou o bruno,O O O O O O O O O O O O O O O O O O O O 
1288311528001884160,agora tudo bem  to de marola fumando meu verdim  escutando poze no rolê do trem  nunca perde a poze as vezes só pra mim,O O O O O O O O O O O O O O O O O O O O O O O O 
1288304348045418497,só quero queimar meu verdim não quero guerra com ninguém,O O O O O O O O O O 
1288262544524816384,oia verdim,O O 
1288190212011626497,kkkkk eh mtbom ver esse ts verdim,O O O O O O O 
1288167243315064832,lolo colchao choro verdim e lokal,O O O O O O 
1288131027022610432,25 do verdim barata qualidade ótima só comigo chiaaaa obs  trabalhamos só com pedaços,O O O O O O O O O O O O O O 
1288130698163957764,ai galera da droga chiooo o verdim do poca chiaaa direct,O O O O O O O O O O O 
1288119313677742081,solta o verdim e enche a taça esse mundo ainda me mata,O O O O O O O O O O O O 
1288111084402905096,eu tenho é só um verdim do classe a pro fim do giro,O O O O O O O O O O O O O 
1288108686087344129,qualquer lugar que eu vejo verdim umidim abafadim meu coração já fica quentim a vida tropical é tudo,O O O O O O O O O O O O O O O O O O 
1288037767939788802,acordei ainda agora aperdei o do verdim tomei um café na quele pique agora segue os trabalho,O O O O O O O O O O O O O O O O O 
1287945359982039040,td bem tô de marola fumando meu verdim,O O O O O O O O 
1287914093383483393,i agora tudo bem  tô de marola fumando o meu verdim escutando poze num rolê de trem,O O O O O O O O O O O O O O O O O 
1287854037371695109,abre a mão  do verdim,O O O O O 
1287798479977246721,certo rolar o verdim depois do rango,O O O O O O O 
