Id,Message,Labels
1290987011499753473,to com,O O 
1290978146595086337,me falaram que vc tá parecendo o bak aí é foda,O O O O O O O O O O O 
1290977303653224448,time da laude eh mt foda ne rushador pika thur jogador de lança lzinn suporte de awp jordan call perfeita bak como q perde camp c um time entrosado desses impossível fi,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290977023515664384,até o bak misericórdia kkkkkkkkkkk vou reassistir  essa live que dormi no meio,O O O O O O O O O O O O O 
1290976432471117825,sera outra nfa,O O O 
1290976006770171904,algo dentro do jogo e ela disse que não queria que ele ensinasse daí alguém comentou no chat o bak ensina e ela leu alto e ficou rindo aaaaaaa que raiva,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290975059516043264,o surto do menino kkk,O O O O O 
1290965403137646592,descansa móbom sono,O O O 
1290961306187636737,tô com depressão,O O O 
1290956343084548097,eu te amo 0508,O O O O 
1290956330514161670,eu te amo 0408,O O O O 
1290953878620577798,livezinha foi insana pivete ainda continue vendo o hudson só q deu sono pra caramba e hj tem nfa pra assisti,O O O O O O O O O O O O O O O O O O O O O 
1290953267665666048,dorme bem amor tw amo,O O O O O 
1290947673688879106,bom descanso vida,O O O 
1290947627933196288,o surto,O O 
1290946540283011072,de berço,O O 
1290945891642363904,tô com depressão,O O O 
1290945688440909824,obrigado por cada livetu é minha dose de taxa preta loudbak,O O O O O O O O O O O 
1290945345590099969,bom dia vida dorme bem,O O O O O 
1290944723272765441,bom descanso vida live está incrível obrigada por tanto,O O O O O O O O O 
1290944639772635136,fui escovar o dente tu fechou a live,O O O O O O O O 
1290944454027816960,fiquei até agora na livezinha do monstro   partiu dormir né kkkk,O O O O O O O O O O O 
1290943571839856641,o surto kkkkkik,O O O 
1290943320802328576,obrigada pela live foi braba lt3 e ainda respondeu meu comentário ksksk,O O O O O O O O O O O O 
1290943245963481089,descansa bem te amo lt3,O O O O O 
1290943152778551299,assim que nós gosta mofi,O O O O O 
1290943100349755393,obrigada por mais uma  e te amo,O O O O O O O 
1290943097011089410,eu só queria dormir aaamas quando eu fecho o olho meu ar não vem,O O O O O O O O O O O O O O 
1290943056187928577,o surto,O O 
1290943053574922241,dorme bem more,O O O 
1290943008255422466,coe bak reclama com a garena aí das salas  q n da pra entrar de emulador nunca mais consegui ir x1 dos crias em live dos outros,O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290942955201667073,bom diaa bom descanso vida,O O O O O 
1290942889720242178,te amo muito obrigada por mais uma livevoce é incrível,O O O O O O O O O O 
1290942846514733056,bom descanso live insana como sempre,O O O O O O 
1290942814356987904,kkkkkk assistir sua live toda e não posso dormir ai e pi,O O O O O O O O O O O O 
1290942784346693632,boa noite vida,O O O 
1290942783465885790,bom dia bom descanso,O O O O 
1290942779384909829,valeu paizão por mais uma tmjj mlk,O O O O O O O 
1290942737840209920,bom diaa dorme bem,O O O O 
1290942728579305472,te amo muito,O O O 
1290942705720348673,fui de sonin mt bak como sempre desregulando meu sono,O O O O O O O O O O 
1290942704466235392,bom dia,O O 
1290942681082933250,qual foi o vacilo,O O O O 
1290942603056357376,já já eu chego nesse nível,O O O O O O 
1290942592927043585,va dormir po,O O O 
1290941967334080513,friozinho  live infinita do bak tudo pra mim,O O O O O O O O 
1290936045828284417,live incrível como sempre obg por sempre me deixar tão bem vida,O O O O O O O O O O O O 
1290935377373671425,eu desisto irmão,O O O 
1290934831665287168,ta sem casaco cheio de frio ai o homem fica carente,O O O O O O O O O O O 
1290934040921608192,lei né,O O 
1290933632979415040,tá tendo,O O 
1290933263524036608,graças a deusssss,O O O 
1290932721158627332,eu pensando q ia regular meu sono,O O O O O O O 
1290932223231893506,ta só o suco reizin,O O O O O 
1290932054943727618,boaaaaa tô sem sono hj kkkk,O O O O O O 
1290932004238897153,é isso,O O 
1290931916468879360,coisa boa,O O 
1290931892037058560,coisa boaaaa,O O 
1290931870524297216,coisa boaaaa,O O 
1290931760201596933,gabriel bate 5 milhões e não vê esse vídeo,O O O O O O O O O 
1290931624918556672,coisa boa,O O 
1290931575681679360,normal né kkkkkkkk,O O O 
1290931557667147776,coisa boaaaaa,O O 
1290931534967513088,eu só queria regular o sono gabriel,O O O O O O O 
1290931534447468544,foi insana kk so caoa de qualidade dormi quase toda kkk,O O O O O O O O O O O 
1290931482769461249,coisa boa,O O 
1290931478654791686,coisa boa,O O 
1290931434149089280,coisa boaa,O O 
1290931386451451904,live infinitaa,O O 
1290927684885843970,muito bom geral dando ragebak ainda deu um xingão no final mas não clipei tudo,O O O O O O O O O O O O O O O 
1290916189112348679,bak quando reinicia o emuladornão dá irmão,O O O O O O O 
1290914231706169344,entro na live do bak e o tempo passa rapidão,O O O O O O O O O O 
1290912790098649088,o bak é o melhor cpt desse gamen dá irmão,O O O O O O O O O O 
1290909041368223745,talvez eu n vou conseguir ficar até o final da live do bak hoje,O O O O O O O O O O O O O O 
1290906098904584192,deixa jogar 4x4  ou 170343372,O O O O O 
1290905450557382656,thur tiltou e o bakfalou palavrao thur n e mais nenem morfi kkkkkkkkkkkk,O O O O O O O O O O O O O 
1290904443463114752,assistir 4v4 na live do bak eh um caminho sem volta,O O O O O O O O O O O 
1290899427406893062,é impossível alguém q assista a live do bak ter o sono regulado impossível falo isso por experiência própria,O O O O O O O O O O O O O O O O O O O 
1290898091797774338,eu falo gabriel ou biel e muito estranho falar bak pra mim kkkkkkkk,O O O O O O O O O O O O O 
1290895686452629506,minha forma de demonstrar amor pro bradoock ooowwwnnn pitico de mamãe cuti cuti te amo príncipe meu  minha forma de demonstrar amor pro bak vai tomar no cu garoto bonito da porra vai ser perfeito assim na putaquepariu,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290895107366019077,eu acho muito engraçado que o bak e a tropa do 4x4 falam de mobile como se fosse de outra espécie,O O O O O O O O O O O O O O O O O O O O O 
1290894290110091265,duda vc consegue chamar ele de bak,O O O O O O O 
1290892679639896065,pegaram o bak costas no 4v4  foi o ghost que matou,O O O O O O O O O O O 
1290891500193304576,ai eu acho o bak um fofo a nem,O O O O O O O O O 
1290891292457795584,objetivo  dormir cedo obstáculo  live do  no 4x4 do estresse    irmão não dáaaaaáaáa,O O O O O O O O O O O O O 
1290888532995608576,two9 voices de cada 5 palavras do ghost 6 é bak kkkkk,O O O O O O O O O O O O 
1290888423163801600,o ghost perguntando da movimentação dele pro bak puta merda kkkk eu amo o ghost veyyyy achei tão fofin msm ele sendo de time diferente,O O O O O O O O O O O O O O O O O O O O O O O O O 
1290887208048775169,o bak tampando a câmera pra beber coca kkkkkkkk,O O O O O O O O O 
1290886572741730305,e o bak q respondeu meu comentário no chat  eu tô morrendo,O O O O O O O O O O O O 
1290886551619219457,edit do bak amg vou mandar no wpp,O O O O O O O O 
1290885560903573504,vc fode minha ansiedade bak puta que pariuuuuu,O O O O O O O O 
1290883634883375104,vou chamar o  só de antena parabólica agora  obrigada pelo mimo  kkkk,O O O O O O O O O O O O 
1290881774642434049,eu sou  rendida pelo bak,O O O O O 
1290880966349721601,bak joga de mais se fude,O O O O O O 
1290880939921485825,que live foii essa manooo coisa boaaa,O O O O O O O 
1290879054653136897,quem que segue a mãe do bak  sksksksks fico cego,O O O O O O O O O O 
1290877350763167745,é fã do bak mas gosta da pain enfim a hipocrisia,O O O O O O O O O O O 
1290876051112042496,aiai esse,O O 
1290875546025558016,o boca de 09 pedindo pro bak pra ser mvp  não dá mano,O O O O O O O O O O O O O 
1290873140009152515,vo assistir a live de bak agr muito bonzinho ele,O O O O O O O O O O 
1290873040679600128,roi  né esse roi  essa risadinha foram tudo p mim,O O O O O O O O O O 
1290872640761212928,é 6 nfa porra,O O O O 
1290872621525921792,acho q essa é a melhor live do bak kkkkkkkk,O O O O O O O O O O 
1290872521663930368,sou muito suspeita para falar mas sotaque do bak,O O O O O O O O O 
1290872080431489024,roibak né kkkkkkkkkkk amo,O O O O 
1290871896595222528,roi bak né,O O O 
1290871828936785920,“roi bak né ” kkkkk,O O O O O 
1290871787119611910,roi bak né kkkkkk,O O O O 
1290871199636041728,que livee é essaaa,O O O O 
1290870813617541121,bak faz milagre dmsssss n tem como esse cara é um deus,O O O O O O O O O O O O 
1290870724287234050,bak eu tenho 6 nfa,O O O O O 
1290870696227278850,bak chamou o coringa de anteninha da sky,O O O O O O O O 
1290870680792305664,mdssss bak pq tão perfeito jogando esse jogoooooooo,O O O O O O O O 
1290870476320002049,live do bak e do coringa ta boa demais tropa tem como dormir não,O O O O O O O O O O O O O O 
1290869931626684416,obrigada cidade alta por estar bugada hoje  sem sua ajuda não teríamos a live do “ bak morreu pro coringa aposentado “ e nem “ antena da sky “ kkkkkk,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290869573407973376,o quanto o bak é fofinho com o boca de 09 se fosse eu já tinha estressado,O O O O O O O O O O O O O O O O O 
1290865907938537474,“ô bak nunca mais escuto seus conselhos”,O O O O O O O 
1290865769178423296,a hora passa muito rápido quando eu tô assistindo live do bak,O O O O O O O O O O O O 
1290864009839869952,tava vendo a live do bak,O O O O O O 
1290863830935965696,juntar bak com coringa não tinha como dá ruim né amo uma amizadee,O O O O O O O O O O O O O 
1290863732415959040,assistir a live do bak sozinho é tão estranho kkkmm,O O O O O O O O O O 
1290863691194302465,recuperei minhas figurinhas do bak agora a julia tá ferrada,O O O O O O O O O O 
1290863509702684673,o bak jogando com o coringa é tudo p mim amo de mais ntj,O O O O O O O O O O O O O O 
1290863501309861889,quebrei a antena da sky vou ficar sem assistir cartoon hoje o bak vei,O O O O O O O O O O O O O O 
1290863171461357568,o bak tentando entrar na mente do renegado é o augeh kkkkkkk tô rindo mt tnc,O O O O O O O O O O O O O O O O 
1290862997523570688,salvando o tédio,O O O 
1290862924895068162,mas não precisavam atravessar o rio pow,O O O O O O O 
1290862677208772609,“finaliza nn” o bak “ah tá bm vou fzr a amzd “,O O O O O O O O O O O O 
1290862642953945088,muito bom o victor farpando o bak no 4x4,O O O O O O O O O 
1290860546141585411,live do bak ou a do curica eis a questão,O O O O O O O O O O 
1290859824293580800,live do bak tá tão gostosinha engraçada cheia de farpas do jeitinho que eu gosto,O O O O O O O O O O O O O O O 
1290858610751307776,thur ô boca o guh tava falando mal de vv aq guh é mentira eles querem colocar vc contra mim n liga não bak coringa ownttt q lindos renegado vai tomar no c,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290858324955668482,estou na live do bak é ele canta uma música ai vou na live do fac ele está cantando essa música venho aqui no tt é o peu e kross cantando a mesma música não aguento mais,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290858263882477569,ppret  cansado ja mn kkkk,O O O O O 
1290857988119461895,kkkk bak ta foda ja  bora ver em,O O O O O O O O 
1290857359821152256,ele falo que porra eu acho mas o thur fala coisa pior na live do bak kk,O O O O O O O O O O O O O O O O O 
1290856306451140608,só resenha     e o resto não sei o  kkk,O O O O O O O O O 
1290855082125414402,o dantes tava tentando ensinar ela daí ela falou q não quer q ele ensine ela a jogar q ela pede p outras pessoas ensinarem aí ela foi lá e leu o comentário do chat o bak ensina e ficou dando risada,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290855045714661376,sao malucos menos o bak nobru e meu priminho pequeno,O O O O O O O O O O 
1290854804047171584,só as farpa na live kkkkkkkkk,O O O O O O 
1290854394985144321,thur e bak se farpando toda hora,O O O O O O O 
1290853295850913792,joga 4x4 com o bak,O O O O O 
1290852427948793856,bak entrou na call do coringa a eu puta que pariu gostoso,O O O O O O O O O O O O 
1290852319345676288,day 3  eu te amo amor,O O O O O O 
1290852087056740354,sobre a live do bak farpas e mais farpas,O O O O O O O O O 
1290852054752268291,eu fui assistir o video do bak sendo que eu já tinha visto na copa nobru mas eu dou vizu p meu bbzin simmm,O O O O O O O O O O O O O O O O O O O O O O O O 
1290850944876503040,e na live de hj temos bocade09 p thur “vamo ver quem joga melhor criança” o thur p boca “vamo ver quem tem mais titulo” o bak p thur “vamo ver ent qm tem mais titulo” o coringa p bak “agr vamo ver quem tem mais presencial” e no final o renegado “vamo ver quem é mais resenha”,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290850706350641152,brotandooo,O 
1290850686780026880,baiano coringa thur guh renegado bak boca de 09 numa call só se farpando e eu sem fone tentando não fazer barulho  impossível,O O O O O O O O O O O O O O O O O O O O O O O 
1290850354368843776,eu tô assistindo a do bak e tanto a live quanto o chat estão ótimos aqui mas vi uma galera reclamando sobre isso igual a você,O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290850128459374592,nimo velha não notificou a live do bak,O O O O O O O O 
1290849880248909824,nunca viu um 4x4 do bak pra ver oq é bagunça em call kkkkk,O O O O O O O O O O O O O O 
1290849819628654592,bak falou 536 vezes cara em uma frase só,O O O O O O O O O 
1290849692746756097,vou p live do bak,O O O O O 
1290849686312681475,o povo se explanando na live do  aí chega o  ah então quer dizer que é pra explanar,O O O O O O O O O O O O O O O O O O 
1290849644902260736,eitaaa nimo não notificou dnv,O O O O O 
1290849418904850434,afs veija fechei e  o pc e n vai se pá ta que nem o do bakele n ta conseguindo ver,O O O O O O O O O O O O O O O O O O O O O 
1290848923591081984,não dá né man conversei com o  faz 10 minutos disse pra ele assimbak se vc não conseguir nessa quinta mais de 4 booyahs vai ser demitido pelo  é foda cara time lixo da poha,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290848809124343808,o joao querendo zoar minha foto do bak,O O O O O O O O 
1290848406362103808,queria dormir cedo mas o bak tá fazendo live,O O O O O O O O O 
1290848382089678849,eu n sabia q precisava ver o  de 09renegado e guuh juntos até ver eles juntos,O O O O O O O O O O O O O O O O 
1290847885572145155,que live meus amigos que live,O O O O O O 
1290847299934007296,a explanação na live tá coisa boa kkkkkk rachando de rir,O O O O O O O O O O O 
1290847109831368704,coisa boaaa,O O 
1290846517620879361,o dantes tava tentando ensinar ela daí ela falou q não quer q ele ensine ela a jogar q ela pede p outras pessoas ensinarem aí ela foi lá e leu o comentário do chat o bak ensina e ficou lá rindo,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290846465909313538,o dantes tava tentando ensinar ela daí ela falou q não quer q ele ensine ela a jogar q ela pede p outras pessoas ensinarem aí ela foi lá e leu o comentário do chat o bak ensina e ficou rindo,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290846352658882560,vou jogar com meu duo aqui bak 8 nfa  o boca de 09,O O O O O O O O O O O O O 
1290846340424114176,o dantes tava tentando ensinar ela daí ela falou q não quer q ele ensine ela a jogar q ela pede p outras pessoas ensinarem aí ela foi lá e leu o comentário do chat o bak ensina e ficou dando risada,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290846297881219072,old q ele me odeia também,O O O O O O 
1290846287412305920,aula online que me espere amanhã akkakaka,O O O O O O O 
1290846119359111169,agr ele avisa,O O O 
1290846086962216961,coisa boa coisa boa,O O O O 
1290845993580335105,,O 
1290845878790627328,to indo,O O 
1290845793805651973,coisa boa,O O 
1290845728772956160,ele me odeia amg sabe,O O O O O 
1290845715170766848,tô aqui já,O O O 
1290845704034885639,partiuuu,O 
1290845695944032256,boa live vidinha eu vou descansar,O O O O O O 
1290845682908225536,obgg amg,O O 
1290845509318582277,deu trabalho fi vem cá,O O O O O 
1290845496416833537,taligadooo malvadoo,O O 
1290845490851053568,já tôoo,O O 
1290845484115013633,já tô,O O 
1290845483951362049,partiu meu cria,O O O 
1290845430163673088,gabriel jogando com victor  tudo p mim  tudo que eu precisava lt3,O O O O O O O O O O O O 
1290845353873416193,ficou brabo amg,O O O 
1290845088126570499,o bak véi kkkkkkkkkkkk tô fugindo do mazzafera a 5 meses kkkkkkkkkkkk acho pouco,O O O O O O O O O O O O O O 
1290845009974038528,aposto 3 reais bak manoooo o boca de 09 véi,O O O O O O O O O O 
1290844685477597189,explanação nessa live em kakak bak tem q explanar o coringa kaka,O O O O O O O O O O O O 
1290844487275642880,amo o horário de live do bak,O O O O O O O 
1290844343352340482,achei na galeria e comecei a chorar queria compartilhar,O O O O O O O O O 
1290844333160255488,o povo pedindo pra explana o bak e o thur,O O O O O O O O O O 
1290844239593713670,o bak e um nojento kakakakk,O O O O O O 
1290844069846028289,gatilho uma hora dessa,O O O O 
1290844068692594688,victor vou explanar o bak bak que isso mano já fazem cinco meses que tô fugindo mazzafera kmmkkkkkkkk ah não,O O O O O O O O O O O O O O O O O O O O 
1290843899439833088,eu n to chorando com o video do bak entrando na loud n né,O O O O O O O O O O O O O O 
1290843672376991744,até o bak chegou do nadaaaaa,O O O O O O 
1290843598385291277,tô esperando até agora,O O O O 
1290843175557500928,se dando mal  saindo ileso  colocando fogo no parquinho  entrou tbm é resenha meus amigos kkkkkkk boca de 09 se irritando com o guh e o guh coitado kkkk se deu mal,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290843055063470081,eu to chorando de rir kkk agora que o bak entrou vai ficar melhor kkk,O O O O O O O O O O O O O O O 
1290842909907005440,bak na live do victor  tudo pra mim,O O O O O O O O 
1290842743116374016,o bak tá na call,O O O O O 
1290842737508573186,boca  rachando o bicorene e guuh sendo oprimido pelo bocathurzin botando fogo na lenha e agr apareceu o bak eiittaaa,O O O O O O O O O O O O O O O O O O O O 
1290842454204321792,as vezes nem é fã de tainactor pode ser um tóxico de babictor que criou o perfil pra dizerem q é os fãs de tainactor que estão sendo tóxicos q estão xingando a babi e tals igual quando criaram perfil fake pra fazer racismo com o bak se passando por torcedor da lgd entende,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290841917337608192,o coringa em choque com o bak  pqp,O O O O O O O O 
1290839106189242368,o jogo do jon fechou  se não fosse isso teria sido boyaah,O O O O O O O O O O O O 
1290838313469960192,todos os times caçando a loud nos camps kkkk,O O O O O O O O O 
1290837216340697088,cadê o  que não abre essa live nunca mn,O O O O O O O O O 
1290836923712495618,eu só queria dormir mas vejo q n vai dá,O O O O O O O O O O 
1290835333077229568,oq ele diz fui lá ver e não vi nada sobre o will,O O O O O O O O O O O O O 
1290834210392088583,hoje entregaram um boyaah em mas tá tranquilo,O O O O O O O O 
1290833754894807040,que bom vidaaaaaa,O O O 
1290833227968663552,sim  até 7 hrs acordado e foda kkkkk,O O O O O O O O 
1290833132162289666,coisa boaaa,O O 
1290833088973615104,simm eu sei mas digo em outros dias sabe,O O O O O O O O O 
1290832832068300801,unhee coisa boa,O O O 
1290832630372601856,coisa boaa,O O 
1290832391985135616,eu toda noite,O O O 
1290832227350216704,para de fazer 4x4 tá chatão já,O O O O O O O 
1290832036048101379,amojá vou pra nimo,O O O O 
1290831926669062146,me passar o número do,O O O O O 
1290831783865524224,tá bom meu amor,O O O O 
1290831782661828608,ele tava jogando camp,O O O O 
1290831685676871682,aiai esse bak é engras,O O O O O 
1290831263100698625,coisa boa,O O 
1290831259514658816,faz o p sonha com bak e acorda mergulhado na pipoca,O O O O O O O O O O O 
1290831130170621958,e o rei né vida,O O O O O 
1290831104845414407,sai fora,O O 
1290831065012109313,vem ka seu mito,O O O O 
1290831063955189761,meu sono que lute,O O O O 
1290830995764195328,live infinita novamente,O O O 
1290830926419824640,aql booyah grátis pra da pode,O O O O O O 
1290830870627196928,heheheu madrugada insana com o brother bak,O O O O O O O 
1290830748786626561,a menina que me chamou de desumilde pq eu não passei o número do bak pra ela acabou de me mencionar nos stories falando que eu era a inspiração dela… análise,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290830677378768899,coisa boaa,O O 
1290830628045365253,coisa boa muahahha,O O O 
1290830473976000513,ok meu amor,O O O 
1290830450785767431,amém,O 
1290830447971311617,coisas que me deixam feliz,O O O O O 
1290830216173178880,coisa boa,O O 
1290830194694074370,coisa boa meu pivete,O O O O 
1290830169465393152,vou ver só um pouquinho da live do bak pq amanhã eu tenho médico marcado de manhã,O O O O O O O O O O O O O O O O O 
1290830116885602304,esse teu já já é uma da manhã,O O O O O O O O 
1290830034308038658,visão meu rei muitos capas hj,O O O O O O 
1290830013487624192,abre live mais cedo poxa,O O O O O 
1290829997876350977,duas palavras já melhorou meu dia 100,O O O O O O O 
1290829976640655360,a melhor coisa do mundo é ler isso,O O O O O O O O 
1290829957384593411,500 pt na frente coisa boa  loud,O O O O O O O 
1290829955543240707,4x4 hj pfvr,O O O 
1290829882348445696,bora jogar junto na live hj bakzin,O O O O O O O 
1290829861716713472,okay to esperando então,O O O O 
1290829850245238786,já estou na espera,O O O O 
1290829803835228160,hm coisa boaa,O O O 
1290829784948318209,mais uma noite sem dormir mais por um bom motivo kkkk,O O O O O O O O O O O 
1290829780946956288,me chama p jogar,O O O O 
1290829766757617666,coisa boa,O O 
1290829751914029056,live de treinin amanhã pufavo,O O O O O 
1290829742934040577,vou perde to na live do baiacu,O O O O O O O 
1290829732116824066,coisas que deixam um ser humaninho feliz muhahahaha,O O O O O O O O 
1290829725334745088,bora mo fi saudades,O O O O 
1290829707374723072,até parei de chorar,O O O O 
1290829699967594496,amém,O 
1290829682078875648,chego a sonhar com o  nao ta dando mais to ficando loca já,O O O O O O O O O O O O O 
1290829675196022785,ufa achei que não ia ter,O O O O O O 
1290829667050704899,coisa boa,O O 
1290829666455105536,podia ser jogando tabuleiro né era tão bom,O O O O O O O O 
1290829644254654464,vídeo lá da copa nobru deu bom dms muita visu likes traz mais vídeos assim,O O O O O O O O O O O O O O O 
1290829635295510528,coisa boa,O O 
1290829620321845249,coisa boa,O O 
1290829616941277186,coisa boaaaa,O O 
1290829612214353920,bora bora,O O 
1290829609546723328,bdl hj foi foda emquinta é dia de abrir 500 pts,O O O O O O O O O O O 
1290829607806160898,como melhorar meu dia com um tweet,O O O O O O O 
1290829601317494784,mds o homem é uma máquina,O O O O O O 
1290829594325639168,meu sono regulado te implora tb,O O O O O O 
1290829589388943362,coisa mais que boa,O O O O 
1290829588998873099,coisa mais que boaaa,O O O O 
1290829580379578368,qnd começa avisa em bakzera apelao apeluuuudoo,O O O O O O O 
1290829572129390596,tava esperando ansiosa por esse tweet,O O O O O O 
1290829565561049089,jaja 3 anos depois,O O O O 
1290829544321056768,coisa boaa,O O 
1290829541896790017,coisa mais que boa,O O O O 
1290829540101677057,coisa boa,O O 
1290829539569000448,gabriel lessa abre uma live de tarde eu te imploro do fundo do meu coração,O O O O O O O O O O O O O O O 
1290829518509346822,já quero heheheh,O O O 
1290829499932835841,ai coisa boa,O O O 
1290829486057979904,esperando aqui,O O 
