Id,Message,Labels
1291063979343859714,pam prometeu que ia tomar vinho comigo,O O O O O O O 
1291063956812042241,nossa senhora que criança perfeita,O O O O O 
1291063794681237507,pim pam pum vamos,O O O O 
1291063645053558784,já chorei com pam e jim em the office e só tô na 2temp acho q tô sensível,O O O O O O O O O O O O O O O O O O 
1291063568528482306,amo tanto quando me chamam de pâm,O O O O O O O 
1291063517026689025,o dwight querendo mata qm fez a pam  kr melhor persona junto c o jim,O O O O O O O O O O O O O O O 
1291063128260841472,vai falar q eu n canto bem pam  kkkkkkkkk,O O O O O O O O O 
1291063084061270019,tentou calar a minha voz tentou roubar tua canção e sufocar adoração que é só pra ti e mais ninguém eu só queria levantar as minhas mãos e te adorar deixar a lágrima rolar deixar a lágrima rolar,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1291063032488103936,eu queria uma relação tipo jim e pam se deus me permitir,O O O O O O O O O O O O 
1291062887771967493,tenho tantas coisas pra dizer tenho tantos versos para escrever fiz uma canção de amor pra cantar pra ti tenho tantas notas pra tocar um poema pra te declarar mas sabe deus é hoje a noite foi fria o vento tentou me levar angústia me feriu a dor mais forte do que eu,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1291062844633612288,aí eu já não sei kkkkkkk,O O O O O O 
1291062387647406080,era só geral daqui do condomínio combinado um dia e geral partir como,O O O O O O O O O O O O O 
1291062014643703808,e eu fico falando “ olha o tanto que minha bunda cresceu” kkkkkkk,O O O O O O O O O O O O O 
1291061977322749954,será que sou rica em um universo paralelo,O O O O O O O O 
1291061766043111426,teoria do caos é uma doideira as vezes fico pensando nas diferentes linhas do tempo que uma de mim vive em uma delas eu estou prestes a pegar meu diploma,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1291061575189757957,obg amiga,O O 
1291061118820122625,as lives da pam que estão me salvando eu fico tão mais concentrada nessas  leituras em grupo,O O O O O O O O O O O O O O O O O 
1291060814770774016,cara q sdd da lorena nos role do lucca sdd dela tentano me ajuda a nao ser empurrada na piscina verde e caino junto comigo sdd de ficar na casinha da arvore co ela e co a pam sdds,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1291060668637024262,sabe quando você precisa da pessoa lá  não precisa fazer nada falar nada se possível nem respira mas eu preciso de você lá,O O O O O O O O O O O O O O O O O O O O O O O 
1291059725711351808,sim eu tava bem receosa mas orei muito busquei muito e pam é nosso dever sabe jesus morreu na cruz por nós deus deixou seu filho sangrar apenas pra que nossos pecados pudessem ser perdoados é nosso dever explicar que propagar esse ódio é o contrário dos ensinamentos,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1291059693402689536,vamos marcar o amigo  e ganhar dinheiro pra pagar a faculdade hahaha,O O O O O O O O O O O O 
1291059626771910656,agora que eu reparei que tanto eu quanto a pam temos flowers no user,O O O O O O O O O O O O O O 
1291059502591152130,as pessoas precisam começar a entender que se eu estou rindo de mais é porque estou  com a situação  caralho,O O O O O O O O O O O O O O O O O O O O 
1291059404146499587,meus sentimentos meu amor,O O O O 
1291059393858084871,coração leve mente em paz,O O O O O 
1291059154505945088,pâm é fofa educada e atenciosa com o lucas nossa só não ver quem não quer o lucas é muito besta ela tá afim pâm é fofa educada e atenciosa com um amigo do lucas parem de forçar mulher não pode ser educada q já dizem q tá afim né,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1291059137237921798,delatorvi além de muito talentoso tá extremamente chique em sem boné,O O O O O O O O O O O 
1291059127444217856,pam pam pammmmm pam pam pammmm acabei de receber uma ligação da nephew e eles me falaram que irão abrir  no dia do meu aniversário eu amo uma loja,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1291059050055114755,e eles limparam tudo rapidin a pam ficou admirada  e o lucas aquintem 3 cara pra casar carai,O O O O O O O O O O O O O O O O O O 
1291058664116289537,viver a ocupação pós moderna é experimentar uma condição permanente de estar a,O O O O O O O O O O O O O 
1291058572168704000,sério pam pam é tãoooo bom,O O O O O O 
1291058203359416325,um relógio,O O 
1291058051227750400,e lavar a louça,O O O O 
1291057983145816070,gente o jim e a,O O O O O 
1291057953215324160,já peguei to fora,O O O O 
1291057439681458178,tudo que nasce morre tudo que vem se vai hoje morreu um sonho que ele descanse em paz não temos controle o tempo é ligeiro na estrada da vida somos passageiros mas que deus guarde cada estrela a mais no céu volta pra mim vó te amarei,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1291056971467100162,a criança derrubou a outra sem querer e saiu desesperada correndo e gritando e n sei oq de,O O O O O O O O O O O O O O O O O O 
1291056924025401345,vixi vem no certo bb,O O O O O 
1291056822196019202,quem levou um tombo de 60 conto tá aqui viu por isso n gosto de comprar pela net vey,O O O O O O O O O O O O O O O O O O O 
1291056689807073282,disso eu já sei,O O O O 
1291056376651960320,por mais que eu só veja ele em fotos akkakak,O O O O O O O O O O 
1291056301469040640,é verdade ou mentira você 1 mentira 2 verdade 3 verdade 4 mentira 5 mentira 6 mentira 7 verdade 8 verdade 9 mentira 10 verdade 11 mentira 12 verdade 13 mentira curte que eu mando,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1291056118001799168,sonhei com o filho do andré hoje foi tão,O O O O O O O O O 
1291056115522908162,ei a pam ganha nem que seja 1,O O O O O O O O 
1291056115229364224,ainda é aquele pedido mds,O O O O O 
1291056027643846663,aonde mesmo kkkk,O O O 
1291055989362393093,existem seres humanos e existem anjos como  lidem com isso,O O O O O O O O O O 
1291055874652483584,isi malia vai ter uma mini pam titia já ama,O O O O O O O O O O 
1291055427724226560,cu de gato não dem pelo daquele jeito é só olhar pras fotos que tu mandou pam,O O O O O O O O O O O O O O O O O 
1291055231296561154,aonde,O 
1291055040208293888,de verdade aqui tem roupa que só usei uma vez e que eu nunca usei tbm,O O O O O O O O O O O O O O O O 
1291054694614343680,cantada anônima para  “você é google pq tudo que eu procuro encontro em você”,O O O O O O O O O O O O O O 
1291054602209693696,a pam é  aaaaa tudo pra mim,O O O O O O O 
1291054544944861184,com certeza pam com certeza aí você é tudoooo muito obrigaaada,O O O O O O O O O O O 
1291054403097632770,o que eu vou dizer pode parecer polémico a karen é melhor que a pam boom,O O O O O O O O O O O O O O O O 
1291054174407467010,vou te mandar foto da prateleira de verdura no whatsapp aí vc escolhe pra mim,O O O O O O O O O O O O O O O 
1291054023446089729,pim pam pum vamos,O O O O 
1291053981305896965,obg meu amor,O O O 
1291053978969608192,pam e jim e veronica e logan,O O O O O O O 
1291053858593083392,eu não aguento mais shippar pam e jim,O O O O O O O O 
1291053515020939265,que o senhor conforte todos vcs prima,O O O O O O O 
1291053322103853058,amo sdd itaquera,O O O 
1291052946701066242,darte pammi pam sum sum ñam ñam ñam,O O O O O O O O 
1291052300946087936,saudade cassems esses golpinhos tão altos,O O O O O O 
1291052297544441868,coitada,O 
1291052201155100674,pim pam genoveva,O O O 
1291052140329345024,e eu que tenho problema com olho retirar corpo estranho ou algo assim aaaaaa,O O O O O O O O O O O O O O 
1291052027875917832,miga 350 golpinhos a consulta com oftalmo particular  300 pila mês pra ativar minha cassems tá difícil,O O O O O O O O O O O O O O O O O 
1291051832194859012,bom dia pam,O O O 
1291051808895504386,ah migo e eu que tive plano desde que nasci até os 21 anos pagava 20 reais na consulta hahahaha agora tudo particular,O O O O O O O O O O O O O O O O O O O O O O O 
1291051559527292929,estou cansada  e fisicamente,O O O O 
1291051337812258816,amo pam,O O 
1291051318035922945,tapa na cara dos suíno do pescoço pra baixo é canela,O O O O O O O O O O O 
1291051133448970241,obg meu amor,O O O 
1291051098665619459,sim mas pra alguns tenho virar mesmo pq não sabem porra nenhuma e mete marra de pam kkkkkkk,O O O O O O O O O O O O O O O O O O 
1291051045012025344,eu odeio não entender as coisas,O O O O O O 
1291051044139610118,valerie é tudo,O O O 
1291050985922666496,é eu to chorando com a pam e o jim isso mesmo tudo que eu queria,O O O O O O O O O O O O O O O O 
1291050707286659073,nao acredito que finalmente ganhei um sorteio sos,O O O O O O O O 
1291050685212106757,as quiança maior e melhor jkjkkk,O O O O O O 
1291050616220000256,música de gay,O O O 
1291050491791790081,as quiança,O O 
1291050390478368770,né cara kkkkk,O O O 
1291050208881717249,eu amo d,O O O 
1291050059325415424,nós demais amiga n tem como o baque vem kkjjjk,O O O O O O O O O O 
1291049991075700736,cansa p mim tbm,O O O O 
1291049912969371648,kkkkkkkkkkk espero que seja  estou assustada até agr,O O O O O O O O 
1291049868455280644,vou sufocar nada quem querquer,O O O O O 
1291049461939085312,fofo o jeito que ele pode estar morrendo de sono mas só para de jogar dps que eu paro kkkkkkkkkk,O O O O O O O O O O O O O O O O O O O O 
1291049439885434880,desxunoa pam é pra começar o dia já de um jeito peculiar,O O O O O O O O O O O O 
1291049371350556672,consegui alguém pra fazer twist em mim,O O O O O O O 
1291049275783360513,não vai inventar música não pam hahaha,O O O O O O O 
1291049156308500481,ainda não superei essa live foi top demais rolou muita risada acima de tudo houve que eu vi eles respeitando a pam o carinho toparam brincar e tudo orgulho dos meninos e pamzinha sempre fofa simpática e como não amar ela e que vibe incrível  já quero outra,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1291049119386132486,feliz aniversário pam felicidades,O O O O 
1291049068182085632,ai tadinha na próxima né leva amiga,O O O O O O O 
1291048750274818053,mas cê tá brava,O O O O 
1291048207934541824,pam quando puder me segue,O O O O O 
1291047834045865987,tacons de pam mimagino jo no,O O O O O O 
1291047466578608129,eu nao aguento mais a minha irma,O O O O O O O 
1291047166610350083,não posso criar,O O O 
1291047023559442434,tem coisas que eu olho e fico pensando como a pessoa tem tanta coragem,O O O O O O O O O O O O O O 
1291046997089280003,tamanho da sua fome,O O O O 
1291046935600734208,feliz aniversário pam,O O O 
1291046741203189763,fica assim nao vida,O O O O 
1291046696965804038,não pense que a cabeça aguenta se você parar,O O O O O O O O O 
1291046658130743302,agr tava perfeito pra apertar a braba,O O O O O O O 
1291046378643365888,esse carregador ao invés de carregar está  meu celular,O O O O O O O O O 
1291045608522997768,kkkkkk eu lendo esse teu tweet,O O O O O O 
1291045305614585857,status 9 pessoas visualizaram seu perfil,O O O O O O 
1291045298803027968,jim e pam finalmente estão juntos eu to gritando,O O O O O O O O O 
1291045278397734914,coitada da maria pam,O O O O 
1291045138119168000,neeeem fudeno q hj tem live da pam amanhã com a gabru aaaa,O O O O O O O O O O O O O 
1291044773340614656,simmmmm kkkkkkkkkkk,O O 
1291044565856722945,vc salvou as coxinhas dos meninos senão a pam tinha ganhado kkkkk podem já marcar uma nova live todo mundo amou,O O O O O O O O O O O O O O O O O O O O O 
1291044565110206464,amiga pelo que a pam falou no vídeo de resenha dela a primeira parte do livro é leve comparada com o resto,O O O O O O O O O O O O O O O O O O O O O O 
1291044507014791170,volta vó,O O 
1291044332187918337,deus da força pra sua,O O O O O 
1291044284217675778,eu tenho que aprender a controlar minhas emoções depois sempre me arrependo,O O O O O O O O O O O O 
1291044229381345282,falaram que minha  parece com a da pam de the office e eu concordo,O O O O O O O O O O O O O O 
1291044163744653317,só pra falar aqui que a pam é a pessoa mais incrível que eu conheci no lol só isso msm,O O O O O O O O O O O O O O O O O O O O 
1291043922370875392,a live da pam com os meninos já tá  eu já vou lá rever essa perfeição de live,O O O O O O O O O O O O O O O O O O 
1291043802950635520,sim amiga até entendo esse lado mas eu sempre tô  essas coisas quando acho legal mas perco o interesse total assim,O O O O O O O O O O O O O O O O O O O O O 
1291043672881012737,pois bem o marido dela fez um projeto burro,O O O O O O O O O 
1291043511136071681,gosto de ter 2 horas de almoço como em 15 minutos durmo todo o resto,O O O O O O O O O O O O O O O 
1291043124693864454,e a pam falando que acha que a malu não gosta dela,O O O O O O O O O O O O 
1291042992384618496,nossa eu também comprei assim que a pam liberou o cupom e no dia seguinte entregaram o livro fiquei até surpresa com a rapidez,O O O O O O O O O O O O O O O O O O O O O O O O 
1291042733642190863,hj eu quero conseguir dormir antes das 00hs,O O O O O O O O 
1291042297174536194,eloá ta tão esperta,O O O O 
1291042235090444288,sofro com a fragmentação pam,O O O O O 
1291041959629463557,lógico que da pam,O O O O 
1291041736215732224,eu tô adorando ver os pets dos colegas nas aulas online kkkkk,O O O O O O O O O O O O 
1291041630808690690,to chorando dms vendo final de the office pqp amo o jim e a pam porra,O O O O O O O O O O O O O O O O 
1291041433164677122,meu nubank chegou agr é só ladeira abaixo,O O O O O O O O 
1291041410574176256,pai amado,O O 
1291041368652087297,stream de arte tradicional pim pam,O O O O O O 
1291040802848808960,ainda tenho uma tia maluca que vai me ensinar como fazer isso fudeu de vez kkk,O O O O O O O O O O O O O O O O 
1291040801187926016,tô só arrumando ideia querendo pintar as pontas do cabelo de rosa,O O O O O O O O O O O O 
1291040340598808578,eu e patrick somos mt viciados em uma bala q vende na barraca aqui fora minha mãe foi no mercadão e comprou um sacão dela pra gnt,O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1291040049052647428,vcs tem vergonha de comprar pão ata,O O O O O O O 
1291039919540973569,pam que deus te abençoe,O O O O O 
1291039777354125314,pode juntar as duas que não da a minha pessoa kkk,O O O O O O O O O O O 
1291039773667332096,4 meses p aniversário d meus meninos e eu já tô doidinha p bolinho desse ano kkk,O O O O O O O O O O O O O O O O O 
1291039319126401025,fui tirar uma foto do scotch e parece que ele tá lendo todos os pecados da minha alma,O O O O O O O O O O O O O O O O O O 
1291039222590312448,pelo menos ta bem,O O O O 
1291039121381691393,aguardando ansiosamente o fim do ano para cantar com minha prima “quero você do jeito que quiser” hahahahah,O O O O O O O O O O O O O O O O O O 
1291039032038903809,eu e quem,O O O 
1291039009343442945,e eu sou entusiasta do chororo kkkkk amo,O O O O O O O O 
1291038454118322178,b sb o q eh pior eh m fz iss e es pdim pam confia e cenas caba p da no msm,O O O O O O O O O O O O O O O O O O O O O O 
1291038422514245633,comeee fideosss lo buscó lo besó pam pam pam,O O O O O O O O O 
1291038393057648641,duvido,O 
