Id,Message,Labels
1290461542803222531,puta merda meu recorde foram 12,O O O O O O 
1290461400129835009,uma vez desci 40 andares se escada no outro dia mal conseguia andar de tanta dor nas panturrilhas,O O O O O O O O O O O O O O O O O O 
1290451507779964931,aceito de presente cuecas a partir de hj eu estou sedento em encontrar uma marron pq pensei q seria uma vibe ter enfim delirios a parte meias tbm sao ótimas,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290446354527989762,só foi um momento que deu uns 10 tipos de raiva kkkkk mais o importante para mim e ter alcance para ajudar as pessoas a se informar com notícias importantes e verídicas longe de nossa mídia marron  abraços,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290445532884860928,pinta o cabelo de marron vai combinar com o merda q vc é  kkkkkkkkkk,O O O O O O O O O O O O O O 
1290444836873609218,vc deve se importar sim  vc quer ajudar o brasil como vc vai fazer isso sem ser visível no twitter essa e minha meta ajudar a população brasileira com notícias  fake news como a mídia marron vem nos empurrado goela abaixo abraços,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290438484369580034,agr ficou marron e branco,O O O O O 
1290435080859652101,verde   rosa   vermelho   azul   amarelo   branco   preto   roxo   marron   laranja,O O O O O O O O O O 
1290432968083808261,comecei assim tbm  estou aqui pra passar informações certasque a nossa mídia marron distorce diariamente,O O O O O O O O O O O O O O O 
1290424757003984896,imprensa marron não repercutiu as denúncias do alan santos sobre a espionagem chinesa e coreana em conluio com o supremo,O O O O O O O O O O O O O O O O O O O O 
1290422205281640448,brasil chega a 94660 mortes e 27 milhões de casos de coronavírus    fernando marronafp,O O O O O O O O O O O O O O 
1290416858559127561,a quantidade tbm e importante atingimos mais gente com as notícias verdadeiras  e nós livramos da mídia marron,O O O O O O O O O O O O O O O O O O 
1290415549487427589,o seguidores são pra o melhor alcance das notícias verdicas  assim não precisamos nos informar com essa mídia marron,O O O O O O O O O O O O O O O O O O O 
1290415473830617090,no armário lado esquerdo da caixa marron,O O O O O O O 
1290411584351801345,pensando em pintar uma parede do quarto de laranja queimado aquela cor que é meio marron mas não é mas também não é laranja parece meio tangerina mas não tenho certeza,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290408999276482563,o marron é muito melhor que o preto o preto é de feijoada e isso é ruim,O O O O O O O O O O O O O O O O O 
1290407741585002497,jornalismo típico de imprensa marron  colocando a vida de inocentes em risco,O O O O O O O O O O O O 
1290402791631060993,noon este xa sae asi desde o primeiro o que hai detras xa saiu blanco e agora está marron,O O O O O O O O O O O O O O O O O O O 
1290396438015467520,edu marron band lançando mais uma nova música the dark side of humanity a humanidade passa por momentos turbulentos e tensos nos tempos atuais não podemos nos calar nem nos omitirmos precisamos de mudanças…,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290391550648881159,kkkkk tu gosta né marron,O O O O O 
1290390638903664640,impressiona a falta de vergonha na cara desta imprensa marron,O O O O O O O O O O 
1290389008351141890,será que existe um gato marron rebaixado,O O O O O O O 
1290386190571642880,meu 10 e ainda bebe uma verdinha com prato marron da vovo para colocar a carne vc é o cara meu menino,O O O O O O O O O O O O O O O O O O O O O O 
1290383586571497473,marrón fascinada is coming,O O O O 
1290382256729661444,nem tem como odiar coldplay marron 5 ou foo fighters pq cresci ouvindo as músicas,O O O O O O O O O O O O O O O 
1290381462047526914,seguro marrón oscuro tono 4,O O O O O 
1290377495884242946,de acordo mudou o colar pero non o can e a súa policía sexa de gris de marrón ou de azul seguen a zoupar rabeados nos de sempre e da xudicatura mellor non falo que vou para o caldeiro mais que unha democracia nós temos un goberno do demo,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290367837048123393,a ver para onde vai porque ten que o ver moi negro para escoller unha repúbluca e en menudo marrón para a monarquía que elixa,O O O O O O O O O O O O O O O O O O O O O O O O O 
1290354719853076480,marron e preta é linda,O O O O O 
1290354348514512896,serotonina plis,O O 
1290346389617115142,noooo  q gracioso pq marron,O O O O O 
1290346336278249472,ashoq,O 
1290334727988285440,marron faz tratamento renal precisamos comprar ração pra ele que acabou quem puder nos ajudar carla 987806644,O O O O O O O O O O O O O O O O O 
1290331686664896512,obrigada  vou te passar a receita no privado,O O O O O O O O 
1290315647667208192,o  não merece respeito do povo da direita e  tal suprema corte virou chiqueiro de porcos  lavando roupas suja com imprensa marron jornalecos e de quinta youtubers e fazer live com pedófilos é uma vergonha atrás da outra,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290309096877330432,nagila goldstar eva sativa towanda verde frita brenda santos marron paulilo,O O O O O O O O O O O 
1290305240068055040,a verdade é que fake news para a esquerda e a mídia marron  são as verdades que eles não querem que a você saiba,O O O O O O O O O O O O O O O O O O O O O O O O 
1290299346844389378,comprei uma sainha marron ontem num instagram de brechó aqui de petrópolis e já tô ansiosa pra pegar e ver se aprendo a me vestir porque eu sou um  total no que diz respeito a estilo e não sei como mudar esse quadro o que me deixa triste um tweet bipolar no feed,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290298283923890176,ahhhhh que maravilhoso ficou  me passa a receita por favor o seu fica com as camadas super,O O O O O O O O O O O O O O O O O 
1290289155407138816,eu fiz,O O 
1290273842687025153,a muito tempo seu governo sua honestidade maiores cabos eleitorais e vcs mesmo da extrema imprensa marron calunia todos os dias,O O O O O O O O O O O O O O O O O O O O O 
1290260564493529088,vddmas o governadores ignoram para continuar roubando com a aval da oms e a midia marron,O O O O O O O O O O O O O O O O 
1290260485195980802,trump gritando contra fake news e na mesma postagem fala que os eua fizeram muito melhor que vários países ao lidar com o novo coronavirus eua país com mais números de casos notificados 2 milhões e 300 mil e com número de mortos batendo os 160 mil,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290259914217070592,cuidado mostrar a verdade agora no brasil segundo a mídia marron isso é fake news,O O O O O O O O O O O O O O O 
1290256240048668672,felipe cantando marron 5 gostei pacas,O O O O O O 
1290239180837015553,chamou nois de marron,O O O O 
1290236657992495104,seu objetivo é o mesmo de rodrigo maia e daquele bando de corruptos que estão pensando nas próximas eleições não querem ver seus podres divulgados pelas redes e sabem que com a extrema midia marron podem contar,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290232908322545665,essa eu cantei ao vivo no rock in rio 2017 o show do skank foi melhor do que o show do marron 5,O O O O O O O O O O O O O O O O O O O O O O O 
1290196700594868225,uma coisa que quase ninguém reparou tbm é na botinha vermelha com solado marron que a filha da gestora usou a temporada toda eu até me questionei se a mãe dela dava algum dinheiro pra ela ou algo do tipo,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290166365232349184,oveja negra cordero marrón pienso,O O O O O 
1290145818234814464,açaí é horrível suco de goiaba é péssimo e o doce marronglace é nojento até o cheiro me enoja,O O O O O O O O O O O O O O O O O O O 
1290126396639948802,pior que é  ontem eu não consegui dormir por causa disso mas ce vai ficar bem eu tenho ctz,O O O O O O O O O O O O O O O O O O O 
1290126029202182153,nossa o tanto que comi de ontem pra  conseguir dormir nessa idade a gente passa a ter refluxo dores misteriosas essas coisas,O O O O O O O O O O O O O O O O O O O O O O 
1290125685885812736,hahahahaha  pq tava bom demais aliás esse fim de semana a unica coisa que eu fiz foi comer porcaria,O O O O O O O O O O O O O O O O O O O 
1290125384323747840,que inveja,O O 
1290125360030339073,ah é ruim isso né pq parece que você não sabe cuidar mas você sabe quem cuida de uma criança o tempo todo fica mais sujeito a acontecer esses sustos a gente vai aprendendo com eles tb começa a antecipar coisas mas isso só vem com o tempo um beijo não se sinta culpada,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290125268451856384,eu comprei o pote e comi ele todo hahahaja,O O O O O O O O O 
1290124713570603008,pois é eu me senti mais culpada ainda quando o pai dele puxou ele do meu colo acho que não pode fazer isso mas entendo o desespero dele também a gente vai aprendendo tanta coisa mas ainda ser mãe tá sendo muito bom por aqui infelizmente é cada susto,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290124375757172736,mas você tinha sorvete mesmo ou só ficou na vontade hahahaha,O O O O O O O O O O O 
1290123956222009344,pode ser que eu tenha tomado um pote inteiro de sorvete risos,O O O O O O O O O O O O 
1290123391072997376,a gente nunca está preparada mas ao mesmo tempo vem o instinto e nos ensina,O O O O O O O O O O O O O O O 
1290123124487249922,ahhh a gente se sente culpada por tudo as vezes acontece tb aconteceu comigo eles vão ficando super espertinhos tão rápido,O O O O O O O O O O O O O O O O O O O O O 
1290114796021362688,acho q esta nahora do povo voltar as ruasmesmo comcovid defender a lava jato e derrubar o  do stf stf hj censura contas ditas  vai censurar vcs e nos cidadaos comuns e a imprensa marron se cala aos fatos silencio,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290109974308298752,tá dessendo marron,O O O 
1290109277823070209,vou assistir ensaio sempre pra começar,O O O O O O 
1290108978077212672,foi questões de segundos ele virou quase que eu morro kkkk mas passou foi tudo rápido eu puxei ele e acho que foi o que mais assustou o caetano tenho que me preparar pra esses momentos quando começar a engatinhar começar a andar,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290108687114092544,ele está bem sim foi um susto e tanto então meu coração de mãe quase que sai pela boca mas o pior é o sentimento de culpa que fica porque eu estava praticamente do lado cantando bohemian rhapsody pra ele super me empolguei na hora e fiquei de costas cantando,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290098249567629314,ele tá bem e seu coração de mãe mexe tanto com a gente né eu lembro que quando meu filho começou a andar toda vez que ele tropeçava e caía me dava um frio na barriga enorme hahaha depois me acostumei,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290081858168872962,novela “marron glacé” 79  ary fontoura ernani e a saudosa lady francisco leonora autoria cassiano gabus mendes horário 19h divulgação globo,O O O O O O O O O O O O O O O O O O O O O 
1290079958950281216,marrón kk,O O 
1290045798307123201,hoje eu to mto na vibe de marron 5,O O O O O O O O O 
1290045119526133760,humm é uma delícia mesmo,O O O O O 
1290035293098213377,desafios vermelho x preto verde x amarelo roxo x rosa amarelo x laranja cinza x branco azul x marron te amamos flay,O O O O O O O O O O O O O O O O O O O O O O 
1290034436143067136,desafios vermelho x preto verde x amarelo roxo x rosa amarelo x laranja cinza x branco azul x marron te amamos flay,O O O O O O O O O O O O O O O O O O O O O O 
1290033460938235905,essa todos sabem a mídia marron finge não saber botafogo,O O O O O O O O O O 
1290033092565008385,gente eu tô rouquinho kkkkkkkk empolguei muito cantando pink avril marron 5 e rihanna,O O O O O O O O O O O O O O 
1290031845837611011,marrón postcoito,O O 
1290028838018322441,sou sua super fã  mas eu negra fico incomodada quando mencionam preta  para eu  preto é cor negro é raça etnia  sou pessoa humana  e outra  vai se referir ao mulato filho de branco com negro de marron  paz irmão,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1290024048307527680,escutar marron 5 e  querer viver um romance boiolinha,O O O O O O O O O 
1290023892837253125,noriega no sportv tbm alisando essa imprensa marron,O O O O O O O O 
1290023390695186433,nossa são tantos e em diversas categoria diferentes doente é purê de batatas com carne moida sequinha,O O O O O O O O O O O O O O O O O 
1290012236572852224,nossa eu amo,O O O 
1290008936444239872,vários pratos mas vou colocar só 2 1 macarronada com massa fresca e molho caseiro 2  frango com quiabo,O O O O O O O O O O O O O O O O O O O 
1290008691857653775,como tem samba enredo gravado pela  né acho que deve ser dentre as cantoras a que mais gravou obras das escolas,O O O O O O O O O O O O O O O O O O O O O 
1290007313558810624,nossa cor marron,O O O 
1289999021755400192,eu tb amo comer várias coisas mas um,O O O O O O O O 
1289998664572657667,essa seria a hora que eu estaria comendo um pavê de chocolate se eu tivesse feito um pavê de chocolate,O O O O O O O O O O O O O O O O O O O O 
1289994837882630144,e eu que tô chorando pq fui fazer minha sobrancelha além de deixarem toda torta nada assimétrica colocaram uma henna marron para contornar,O O O O O O O O O O O O O O O O O O O O O O O 
1289991680368623618,nossa eu sinto tanta satisfação com tantos pratos que sou  incapaz de eleger um quase td comida boa e bem feita me deixa feliz kkkkk,O O O O O O O O O O O O O O O O O O O O O O O O O 
1289989375091040256,qual o prato que quando vocês comem dá aquela alegria e satisfação enormes o meu galeto na brasa com farofa arroz e molho vinagrete,O O O O O O O O O O O O O O O O O O O O O O O O 
1289979402546057223,é tudo lindo brigada,O O O O 
1289979106264666112,aqueceu o coração aqui pensei que poderia rolar com mais gente,O O O O O O O O O O O 
1289978743373488128,brigada por compartilhar,O O O 
1289972917539725313,vicente riscou minha cortina com lápis marron  tô doando alguém quer,O O O O O O O O O O O 
1289965835813916674,sim kkkkkk meu cabelo é mais escuro mas não chega ser marron ai complica,O O O O O O O O O O O O O O 
1289965288771862528,marrón kk,O O 
1289925645150162944,a importância que a imprensa marron está dando para este bostinha será que ele lambe bolas de algum diretor da imprensa esquerdista,O O O O O O O O O O O O O O O O O O O O O O 
1289919498586165254,edu marron band lançando mais uma nova música the dark side of humanity a humanidade passa por momentos turbulentos e tensos nos tempos atuais não podemos nos calar nem nos omitirmos precisamos de mudanças…,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1289912919564591105,marron 5 não erra em nenhuma música tbm todas são boas slk,O O O O O O O O O O O O 
1289907964178907136,desafios vermelho x preto verde x amarelo roxo x rosa amarelo x laranja cinza x branco azul x marron prior flay vh no sbt,O O O O O O O O O O O O O O O O O O O O O O O O 
1289848557680209922,fimo 803071 – pasta de modelar color marrón claro,O O O O O O O O O 
1289848553821503490,fimo 803071 – pasta de modelar color marrón claro,O O O O O O O O O 
1289848531004600321,fimo 803071 – pasta de modelar color marrón claro,O O O O O O O O O 
1289828076382089216,a interscope nem investe nas musicas da selena em rádios e na capa de playlist mais billie e marron 5 um monte de macho aí eles trabalham,O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1289810263177191426,bebendo um marron vendo filme,O O O O O 
1289795462543810560,só pra tu ter noção passou sidoka xamã matue marron 5 hsm reggeaton e tp td isso em 1 min kkkkkkkk,O O O O O O O O O O O O O O O O O O O O O 
1289777216910311424,1h da manhã e o spotify me joga um marron 5 no aleatório vamo ajuda os amiguinhos oh spotify,O O O O O O O O O O O O O O O O O O O 
1289771403940466688,tirando o chá quero todos,O O O O O 
1289768252587962370,inclusive sdds de alguns desses itens hahaha,O O O O O O O 
1289765367301017602,eu ri,O O 
1289716134623588352,o nome desse pássaro eh columbina algo assim mas eh conhecida como rolinha pombo eh mó feio véi nem marron eh,O O O O O O O O O O O O O O O O O O O O O 
1289714148222279680,hoje eu estou muito emo estou ouvindo marron 5 a umas duas horas kk,O O O O O O O O O O O O O O 
1289713766289100800,discografia coreana do seventeen taylor em  dnovo o marron 5 aparecendo pra me relembrar os tempos do ensino médio,O O O O O O O O O O O O O O O O O O O 
1289711146249854976,mas um ano de vida desce marron,O O O O O O O 
1289696950246227969,achei isso tb rafa mas a imprensa marron viu de outra forma e  errada,O O O O O O O O O O O O O O 
1289694829794877440,eu tenho uma paixão por marron 5 e coldplay que ngm mede cara,O O O O O O O O O O O O O 
1289688133974364160,ohhhhhh brigadao,O O 
1289687171532591104,nesse fim de tarde começo de noite um abraço,O O O O O O O O O 
1289682576970399745,será que daqui a alguns anos as lembranças da pandemia vão ser tipo as do puerpério que a gente procura na memória e só lembra de traços de flashes tomara que sim,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1289679930876260352,mds minha vizinha fica ouvindo marron 5 todo sábado q morte horrível,O O O O O O O O O O O O 
1289668301983891456,estranho o fato da imprensa marron estarem omissos quanto a perda da nossa liberdade de  diante de atitudes  para mim significa que há um conluio entre globolixo extrema imprensa justiça e legislativo para derrubar bolsonaro,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
1289663937504374784,daquele emissoras mídia marron só fala vírus tempoo povo está passando de fone,O O O O O O O O O O O O O 
